,ntaname,Total
0,Grymes Hill-Clifton-Fox Hills,2
1,Corona,1
2,North Side-South Side,1
3,Woodlawn-Wakefield,1
4,Flatbush,1
5,Stuyvesant Heights,1
6,Midtown-Midtown South,1
7,Rugby-Remsen Village,1
8,Mariner's Harbor-Arlington-Port Ivory-Graniteville,1
9,Steinway,1
10,East New York,1
11,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1
12,Fort Greene,1
13,Park Slope-Gowanus,1
