,Latitude,Longitude
0,40.877026,-73.87606
1,40.849642,-73.93684300000002
2,40.849642,-73.93684300000002
3,40.705517,-73.802501
4,40.67486,-73.80713100000001
5,40.797768,-73.951306
6,40.699888,-73.92590600000003
7,40.75772,-73.945903
8,40.829291,-73.890866
9,40.870527,-73.890343
10,40.760314,-73.866155
11,40.759392,-73.790386
12,40.686845,-73.90708000000002
13,40.683414,-73.875536
14,40.850342,-73.86443100000002
15,40.565095,-74.118308
16,40.682456,-73.931236
17,40.833016,-73.87733100000001
18,40.890979,-73.849758
19,40.646448,-74.011045
20,40.603758,-73.95265400000002
21,40.839721,-73.872316
22,40.855982,-73.861936
23,40.8559,-73.868667
24,40.864814,-73.851961
25,40.831739,-73.86922
26,40.742367,-73.911745
27,40.72055,-73.959343
28,40.748218,-73.898055
29,40.866248,-73.89280500000002
30,40.764407,-73.82555699999998
31,40.873285,-73.840429
32,40.651956,-73.959114
33,40.767586,-73.91200400000002
34,40.831535,-73.892337
35,40.68535,-73.827559
36,40.680073,-73.847604
37,40.756793,-73.969196
38,40.829145,-73.902773
39,40.669719,-73.89046
40,40.777666,-73.900194
41,40.811509,-73.940603
42,40.885698,-73.85381600000002
43,40.66684,-73.899405
44,40.639662,-74.116434
45,40.642815,-73.89071700000002
46,40.775762,-73.907797
47,40.813054,-73.888971
48,40.678943,-73.836124
49,40.880302,-73.863462
50,40.85518,-73.885911
51,40.601365,-73.963657
52,40.5855,-73.818157
53,40.732177,-73.812352
54,40.873293,-73.901866
55,40.692206,-73.986788
56,40.671188,-73.91699
57,40.767933,-73.89425899999998
58,40.87241,-73.87988299999998
59,40.902131,-73.844183
60,40.624625,-73.95617299999998
61,40.82774600000001,-73.890901
62,40.82774600000001,-73.890901
63,40.83364,-73.928145
64,40.576708,-73.961281
65,40.849727,-73.883976
66,40.666727,-73.923574
67,40.595098,-73.76371999999998
68,40.681176,-73.909738
69,40.679304,-73.913011
70,40.869722,-73.89532700000002
71,40.702095,-73.93076500000002
72,40.80742100000001,-73.93866700000002
73,40.758403,-73.83351400000002
74,40.680911,-73.80936700000002
75,40.75556,-73.945757
76,40.77157,-73.926479
77,40.843876,-73.86975
78,40.819296,-73.95304300000002
79,40.83581,-73.914363
80,40.876985,-73.89917
81,40.835957,-73.866986
82,40.690348,-73.78633
83,40.743985,-73.906961
84,40.712904,-73.936788
85,40.640602,-73.963351
86,40.67417800000001,-73.914621
87,40.667286,-73.959905
88,40.573621,-73.996127
89,40.833706,-73.895943
90,40.66844,-73.92443
91,40.686586,-73.921366
92,40.868207,-73.864362
93,40.663502,-73.895686
94,40.599372,-73.744878
95,40.691769,-73.763273
96,40.71488,-73.774575
97,40.600833,-74.002153
98,40.590244,-73.788714
99,40.689747,-73.932858
100,40.759308,-73.909867
101,40.830872,-73.90285
102,40.836282,-73.91798
103,40.654285,-73.74748000000002
104,40.660506,-73.88885400000002
105,40.663943,-73.923253
106,40.834376,-73.887403
107,40.882195,-73.855846
108,40.851117,-73.88254599999998
109,40.72319,-73.74378399999998
110,40.85721,-73.900093
111,40.875182,-73.88749
112,40.84657,-73.90831
113,40.84884,-73.847941
114,40.684443,-73.913862
115,40.760666,-73.908132
116,40.868794,-73.923103
117,40.66645,-73.906049
118,40.874929,-73.878541
119,40.690007,-73.810956
120,40.822893,-73.92465200000002
121,40.895972,-73.859332
122,40.715267,-73.98442
123,40.834938,-73.85874100000002
124,40.834865,-73.887113
125,40.672977,-73.848843
126,40.767586,-73.91200400000002
127,40.84166,-73.92362299999998
128,40.766595,-73.831295
129,40.663123,-73.770983
130,40.642741,-73.949694
131,40.651585,-73.933971
132,40.854936,-73.911096
133,40.82741,-73.881771
134,40.836118,-73.941987
135,40.82958,-73.880347
136,40.825724,-73.87066999999998
137,40.872853000000006,-73.888752
138,40.868979,-73.917383
139,40.868979,-73.917383
140,40.829992,-73.85446999999998
141,40.869998,-73.89119000000002
142,40.65372,-73.95722099999998
143,40.676734,-73.909059
144,40.81268,-73.88793100000002
145,40.85208400000001,-73.922436
146,40.699586,-73.751502
147,40.81355900000001,-73.863061
148,40.81355900000001,-73.863061
149,40.86363400000001,-73.821678
150,40.876573,-73.901554
151,40.870009,-73.8938
152,40.7619,-73.929887
153,40.672579,-73.896054
154,40.8269,-73.93786899999998
155,40.812585,-73.935913
156,40.824046,-73.862616
157,40.84387,-73.912882
158,40.815682,-73.92493499999998
159,40.85283,-73.907025
160,40.702936,-73.920597
161,40.809937,-73.91547
162,40.670952,-73.86251
163,40.680115,-73.755782
164,40.639597,-74.07598
165,40.845737,-73.879819
166,40.641326,-73.942538
167,40.813059,-73.925715
168,40.901726,-73.853101
169,40.775763,-73.910151
170,40.667034,-73.733542
171,40.868887,-73.92284599999998
172,40.782965,-73.950061
173,40.610038,-73.985378
174,40.813623,-73.90499200000002
175,40.69324,-73.75665
176,40.68264600000001,-73.796912
177,40.674196,-73.803607
178,40.814336,-73.936454
179,40.864737,-73.92608299999998
180,40.879338,-73.874931
181,40.652056,-73.924604
182,40.691673,-73.93568
183,40.812664,-73.882989
184,40.606039,-73.98317800000002
185,40.837027,-73.919324
186,40.693462,-73.96549300000002
187,40.860292,-73.899459
188,40.662901,-73.753773
189,40.857321,-73.90768100000003
190,40.71327,-73.76532399999998
191,40.829273,-73.900915
192,40.86829,-73.89981999999998
193,40.695491,-73.97953100000002
194,40.676149,-73.907499
195,40.642699,-73.947715
196,40.73422100000001,-73.806938
197,40.683738,-73.952507
198,40.669798,-73.742187
199,40.810691,-73.940658
200,40.870993,-73.879025
201,40.805303,-73.947277
202,40.878956,-73.899565
203,40.688465,-73.86581600000002
204,40.656976,-73.952047
205,40.672573,-73.954394
206,40.644919,-74.016039
207,40.710815,-73.96839200000002
208,40.680141,-73.879937
209,40.691629,-73.851995
210,40.761614,-74.00022
211,40.69556,-73.923126
212,40.652374,-73.95500899999998
213,40.891068,-73.831087
214,40.824382,-73.922613
215,40.613847,-74.082539
216,40.875293,-73.867797
217,40.83883400000001,-73.860229
218,40.752059,-74.002862
219,40.723918,-73.760622
220,40.889232,-73.835157
221,40.68545200000001,-73.974897
222,40.87241,-73.87988299999998
223,40.703544,-73.835768
224,40.83452,-73.910636
225,40.856674,-73.902631
226,40.686237,-73.943985
227,40.897985,-73.897018
228,40.67519,-73.81554799999998
229,40.750962,-73.822806
230,40.772519,-73.916979
231,40.677336,-73.85999100000002
232,40.815516,-73.885806
233,40.84625,-73.938689
234,40.896649,-73.841273
235,40.896649,-73.841273
236,40.77143,-73.980335
237,40.837938,-73.886812
238,40.658784,-73.949137
239,40.652573,-73.950926
240,40.652444,-73.93047
241,40.747252,-73.987661
242,40.815765,-73.90681
243,40.853516,-73.90063
244,40.56732,-74.108745
245,40.837226,-73.885707
246,40.723375,-73.982466
247,40.762574,-73.998386
248,40.84901,-73.86852900000002
249,40.685321,-73.958297
250,40.737335,-73.86344100000002
251,40.814933,-73.902443
252,40.727091,-73.863105
253,40.879454,-73.901253
254,40.847457,-73.90878599999998
255,40.858516,-73.86954
256,40.858516,-73.86954
257,40.69272,-73.808695
258,40.879953,-73.86491600000002
259,40.667885,-73.93248
260,40.806267,-73.947887
261,40.666984,-73.856988
262,40.829467,-73.94587
263,40.829467,-73.94587
264,40.800997,-73.95521600000002
265,40.671639,-73.77436800000002
266,40.655486,-73.960305
267,40.748189,-73.988963
268,40.68413,-73.877915
269,40.702174,-73.89146
270,40.605801,-73.989819
271,40.626299,-73.95651099999998
272,40.849424,-73.921759
273,40.881691,-73.897988
274,40.737453,-73.86304
275,40.652235,-73.957363
276,40.694963,-73.939777
277,40.877354,-73.824798
278,40.882184,-73.860192
279,40.873755,-73.884975
280,40.706176,-73.804371
281,40.83921,-73.876983
282,40.573838,-74.000493
283,40.760911,-73.816668
284,40.763598,-73.99696
285,40.763598,-73.99696
286,40.661003,-73.904647
287,40.734938,-73.862399
288,40.856259,-73.83816
289,40.798691,-73.935807
290,40.74572,-73.983991
291,40.651555,-73.96022099999998
292,40.638215,-73.945323
293,40.772996,-73.949252
294,40.62123,-73.939865
295,40.831535,-73.892337
296,40.671249,-73.926925
297,40.804934,-73.913038
298,40.669946,-73.763725
299,40.81447,-73.918014
300,40.810074,-73.890139
301,40.75705900000001,-73.931559
302,40.805962,-73.952803
303,40.818617,-73.939809
304,40.854381,-73.930274
305,40.709021,-73.874219
306,40.72919,-73.73513
307,40.875994,-73.859207
308,40.83383,-73.944356
309,40.741827,-73.81852099999998
310,40.638361,-73.945337
311,40.662536,-73.7683
312,40.870254,-73.849949
313,40.837981,-73.90711800000003
314,40.706762,-73.949111
315,40.64175,-74.08671
316,40.764298,-73.791136
317,40.899028,-73.855751
318,40.655517,-73.884151
319,40.736063,-74.004326
320,40.880061,-73.90514300000002
321,40.739582,-73.996207
322,40.856234,-73.860858
323,40.705336,-73.751672
324,40.671427,-73.930133
325,40.686812,-73.78754599999998
326,40.643566,-74.015585
327,40.590302,-73.788721
328,40.840635,-73.88565799999998
329,40.82272,-73.91662
330,40.821031,-73.899024
331,40.647499,-73.946299
332,40.824478000000006,-73.937033
333,40.6999,-73.84044399999998
334,40.710482,-73.872578
335,40.598528,-73.764457
336,40.749357,-73.940392
337,40.658186,-73.958469
338,40.745938,-73.912646
339,40.815578,-73.864458
340,40.8946,-73.838605
341,40.884933,-73.908243
342,40.751042,-73.788482
343,40.691963,-73.925089
344,40.748754,-73.973632
345,40.747798,-73.94747
346,40.820379,-73.940137
347,40.548604,-74.195059
348,40.880766,-73.86777099999998
349,40.583517,-73.957288
350,40.789757,-73.945986
351,40.573838,-73.995094
352,40.678472,-73.77391899999998
353,40.661621,-73.927999
354,40.691403,-73.909356
355,40.810864,-73.94107
356,40.61687,-73.970302
357,40.772471,-73.923897
358,40.861747,-73.899869
359,40.830326,-73.897676
360,40.88563,-73.866055
361,40.832961,-73.910302
362,40.759584,-73.825086
363,40.811291,-73.905826
364,40.632592,-74.03028499999998
365,40.691903,-73.920888
366,40.868887,-73.92284599999998
367,40.831395,-73.81639399999997
368,40.851887,-73.89534
369,40.611919,-73.990664
370,40.573838,-73.995094
371,40.749329,-73.877611
372,40.853587,-73.902686
373,40.825256,-73.887303
374,40.860568,-73.895439
375,40.769229,-73.952024
376,40.769229,-73.952024
377,40.754483,-73.855479
378,40.86198,-73.90285899999998
379,40.75320900000001,-73.852941
380,40.663504,-73.942746
381,40.813738,-73.904948
382,40.75258,-73.895933
383,40.66071,-73.908457
384,40.856727,-73.841202
385,40.691051,-73.90531800000002
386,40.68732,-73.940934
387,40.83966,-73.861879
388,40.842826,-73.88351800000002
389,40.663943,-73.923253
390,40.681271,-73.908725
391,40.81442,-73.909655
392,40.712806,-73.987988
393,40.783137,-73.947908
394,40.762501,-73.97686800000002
395,40.698715,-73.93306199999998
396,40.800887,-73.952507
397,40.671811,-73.920829
398,40.594056,-73.778058
399,40.690392,-73.953476
400,40.683205,-73.784028
401,40.82844,-73.874315
402,40.842631,-73.847658
403,40.692404,-73.767709
404,40.788339,-73.95472600000002
405,40.800672,-73.965553
406,40.859522,-73.88561800000002
407,40.798844,-73.944313
408,40.824694,-73.86085899999998
409,40.669812,-73.987625
410,40.834836,-73.930157
411,40.681782,-73.974142
